FREQ,Frequency,REF_AREA,Territory,DATA_TYPE_AGGR,Aggregate,VALUATION,Valuation (DESC),ADJUSTMENT,Adjustment (DESC),EDITION,Edition (DESC),TIME_PERIOD,Observation,OBS_STATUS,Observation status,NOTE_REF_AREA,Territory (NOTE_REF_AREA),NOTE_DATA_TYPE_AGGR,Aggregate (NOTE_DATA_TYPE_AGGR),NOTE_VALUATION,Valuation (NOTE_VALUATION),NOTE_ADJUSTMENT,Adjustment (NOTE_ADJUSTMENT),NOTE_EDITION,Edition (NOTE_EDITION),BASE_PER,Base year,UNIT_MEAS,Measure unit,UNIT_MULT,Multiplication unit
A,Annual,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2010,1820930.4,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2011,1833594.3,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2012,1776290.1,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2013,1743996.7,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2014,1743972.5,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2015,1759418.3,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2016,1781168.6,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2017,1809733.2,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2018,1824693.3,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2019,1832524.2,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2020,1670011.9,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2021,1819161.7,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2022,1906866.7,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2023,1920507.9,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC,Nord-ovest,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2010,596864.6,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC,Nord-ovest,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2011,601136.2,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC,Nord-ovest,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2012,579696.5,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC,Nord-ovest,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2013,569365.8,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC,Nord-ovest,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2014,570822.3,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC,Nord-ovest,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2015,576423.6,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC,Nord-ovest,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2016,584676.7,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC,Nord-ovest,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2017,597688.5,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC,Nord-ovest,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2018,604732.3,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC,Nord-ovest,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2019,604443.4,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC,Nord-ovest,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2020,554189.2,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC,Nord-ovest,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2021,609151.3,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC,Nord-ovest,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2022,633953.3,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC,Nord-ovest,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2023,638702.3,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC4,Lombardia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2010,400195.6,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC4,Lombardia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2011,402677,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC4,Lombardia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2012,390277.3,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC4,Lombardia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2013,382129.3,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC4,Lombardia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2014,384761.1,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC4,Lombardia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2015,389042.7,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC4,Lombardia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2016,395615.9,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC4,Lombardia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2017,403930.1,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC4,Lombardia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2018,410264.4,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC4,Lombardia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2019,410719.4,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC4,Lombardia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2020,380035.5,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC4,Lombardia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2021,419993.6,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC4,Lombardia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2022,437951.5,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITC4,Lombardia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2023,441407.3,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD,Nord-est,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2010,402829.9,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD,Nord-est,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2011,410634.2,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD,Nord-est,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2012,398744.9,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD,Nord-est,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2013,396250.8,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD,Nord-est,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2014,398457.1,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD,Nord-est,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2015,402073.4,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD,Nord-est,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2016,408038,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD,Nord-est,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2017,416454.4,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD,Nord-est,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2018,422015.8,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD,Nord-est,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2019,424088.2,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD,Nord-est,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2020,386249.3,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD,Nord-est,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2021,422363.2,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD,Nord-est,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2022,440195.4,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD,Nord-est,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2023,441807.5,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE,Centro (I),B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2010,401275.1,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE,Centro (I),B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2011,404064.6,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE,Centro (I),B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2012,389729.8,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE,Centro (I),B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2013,381174.4,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE,Centro (I),B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2014,380865.6,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE,Centro (I),B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2015,380692.8,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE,Centro (I),B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2016,387319.5,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE,Centro (I),B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2017,391818.3,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE,Centro (I),B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2018,394317.6,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE,Centro (I),B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2019,399314.6,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE,Centro (I),B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2020,359268.7,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE,Centro (I),B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2021,385518.1,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE,Centro (I),B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2022,407417.1,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE,Centro (I),B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2023,408827.2,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITFG,Mezzogiorno,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2010,419574.8,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITFG,Mezzogiorno,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2011,417311.8,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITFG,Mezzogiorno,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2012,407755.1,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITFG,Mezzogiorno,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2013,396645.7,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITFG,Mezzogiorno,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2014,393355.1,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITFG,Mezzogiorno,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2015,399822.5,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITFG,Mezzogiorno,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2016,400225.4,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITFG,Mezzogiorno,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2017,402728.3,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITFG,Mezzogiorno,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2018,402587.8,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITFG,Mezzogiorno,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2019,403851.5,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITFG,Mezzogiorno,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2020,369452.1,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITFG,Mezzogiorno,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2021,400756,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITFG,Mezzogiorno,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2022,424865,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITFG,Mezzogiorno,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2023,430768.3,,,,,,,,,,,,,,,EURO,Euro,6,Millions
