territory_code,territory_name,year,population,area_km2,gdp,tourism_nights,density,log_density,log_gdp,log_tourism_nights
ITG,Isole,2023,6392162,49943.8168,,,127.9870544455465,4.851929121660743,,
ITG,Isole,2024,6367812,49943.8168,,,127.49950660559047,4.848112494830919,,
ITG1,Sicilia,2010,5044045,25832.115,99154.3,8696075.0,195.26256367316418,5.274345133247154,11.504432501640935,15.978382332401004
ITG1,Sicilia,2011,5059482,25832.0162,97567.1,8442811.0,195.86090225508607,5.277404724914766,11.48829562540959,15.94882586799305
ITG1,Sicilia,2012,5061946,25832.0162,95159.2,8228579.0,195.95628776355446,5.27789161274298,11.463306557487902,15.923123896749273
ITG1,Sicilia,2013,5053540,25832.0162,93262.4,7735588.0,195.63087762386897,5.276229606204695,11.443172304536867,15.861342057199622
ITG1,Sicilia,2014,5041754,25832.0162,90995.4,7780036.0,195.17462210324877,5.273894655810033,11.418564234770772,15.867071523393227
ITG1,Sicilia,2015,5028266,25832.0162,91736.6,8079479.0,194.65247935234729,5.271215811464926,11.426676706204296,15.90483794822032
ITG1,Sicilia,2016,5004400,25832.0161,91832.7,8474351.0,193.72858783562,5.26645814772949,11.427723722331491,15.95255463012744
ITG1,Sicilia,2017,4977900,25832.0161,92235.9,8845434.0,192.70272907579985,5.261148737623097,11.43210470469225,15.995411951641907
ITG1,Sicilia,2018,4942188,25832.0162,91219.7,8974306.0,191.32025784344313,5.253948766518919,11.421026161507816,16.009876163443522
ITG1,Sicilia,2019,4908548,25832.5454,91204.6,9348215.0,190.01410523021863,5.24709830745876,11.42086061338693,16.0506959739485
ITG1,Sicilia,2020,4875290,25832.5454,83567.8,5690527.0,188.72665951068066,5.240299722261266,11.333413557412637,15.554313420442847
ITG1,Sicilia,2021,4833705,25835.2801,90649.5,7585841.0,187.09706189715357,5.2316275297743475,11.414755700447984,15.841794041348788
ITG1,Sicilia,2022,4833329,25835.2801,97722.3,9608694.0,187.08250815519511,5.231549739626886,11.489885061729979,16.07817887160716
ITG1,Sicilia,2023,4814016,25835.2801,99728.9,9828382.0,186.3349644891212,5.227545938415335,11.510210783554678,16.100784880406714
ITG1,Sicilia,2024,4797359,25835.2801,,10169531.0,185.69022597900923,5.224079833580956,,16.134906650933836
ITG2,Sardegna,2010,1653711,24099.6764,36603.9,2643697.0,68.61963507526599,4.228578719364078,10.507910071089674,14.787688874294451
ITG2,Sardegna,2011,1655833,24099.7586,36627.1,2530275.0,68.70745170036682,4.229857660600404,10.508543682559575,14.743838550448933
ITG2,Sardegna,2012,1655079,24099.7586,36162.2,2476328.0,68.6761650799274,4.229402196961966,10.495769653363357,14.722287375741614
ITG2,Sardegna,2013,1654583,24099.7586,35059.5,2278275.0,68.65558396091154,4.22910246846781,10.464801897107133,14.638929135632964
ITG2,Sardegna,2014,1652528,24099.7586,34854.7,2432166.0,68.57031339724705,4.227859691757566,10.458943270796956,14.704292776317768
ITG2,Sardegna,2015,1648642,24099.7586,35842.4,2514429.0,68.40906696882847,4.225505373867274,10.486886829132573,14.73755629796564
ITG2,Sardegna,2016,1642492,24099.7927,34951.5,2698448.0,68.153781256384,4.221766640922992,10.46171666519592,14.808187350890371
ITG2,Sardegna,2017,1636839,24099.7927,35146.6,2970575.0,67.91921492337151,4.218318983093113,10.467283164253072,14.904266094733902
ITG2,Sardegna,2018,1631040,24099.7927,35194.5,3056116.0,67.67859044696263,4.214769888351813,10.468645099377886,14.93265538666334
ITG2,Sardegna,2019,1622257,24099.453,35573.1,3044932.0,67.31509632189577,4.209384525342984,10.47934501323944,14.928989127185481
ITG2,Sardegna,2020,1611621,24099.453,32335.6,1981385.0,66.87375850397932,4.202806640617372,10.383924069453087,14.499306653087647
ITG2,Sardegna,2021,1590044,24108.5367,35084.2,2469917.0,65.95356739341214,4.188950970094805,10.465506165659288,14.719695104800692
ITG2,Sardegna,2022,1587413,24108.5367,37266.9,3103454.0,65.84443592547034,4.1872949284229355,10.525860812196106,14.948026242750808
ITG2,Sardegna,2023,1578146,24108.5367,37694.8,3260345.0,65.46004926130585,4.181440021613324,10.53727743288826,14.997343575964338
ITG2,Sardegna,2024,1570453,24108.5367,,3164009.0,65.14095067412366,4.176553394063416,,14.967350452366269
ITD,Nord-Est,2010,11451754,62326.2396,402829.9,,183.73888868469453,5.213515666521419,12.906269667458895,
ITD,Nord-Est,2011,11506801,62325.9375,410634.2,,184.6229910300186,5.218315859438346,12.92545807284065,
ITD,Nord-Est,2012,11539519,62325.9374,398744.9,,185.14794131279282,5.221155188274271,12.896077143030746,
ITD,Nord-Est,2013,11586914,62325.9375,396250.8,,185.90837883505563,5.225253965444112,12.889802623099035,
ITD,Nord-Est,2014,11615139,62325.9376,398457.1,,186.36123975453842,5.227686939397699,12.895355117715951,
ITD,Nord-Est,2015,11614917,62325.9375,402073.4,,186.3576781336021,5.2276678278325726,12.904389937998845,
ITD,Nord-Est,2016,11602101,62325.9377,408038.0,,186.1520488603896,5.226563806760382,12.919115586304196,
ITD,Nord-Est,2017,11599684,62325.9378,416454.4,,186.1132685595948,5.226355459116267,12.93953225080173,
ITD,Nord-Est,2018,11606749,62325.938,422015.8,,186.22662365707194,5.226964338816502,12.952798033075554,
ITD,Nord-Est,2019,11628491,62327.115,424088.2,,186.57194384819513,5.2288169225975905,12.957696731449095,
ITD,Nord-Est,2020,11627537,62327.1147,386249.3,,186.55663840636603,5.228734884165985,12.864238294894715,
ITD,Nord-Est,2021,11587355,62395.0438,422363.2,,185.70954188512005,5.224183850372562,12.953620886366794,
ITD,Nord-Est,2022,11541332,62395.0438,440195.4,,184.97193522284218,5.220204112072338,12.994973998224351,
ITD,Nord-Est,2023,11558522,62395.0438,441807.5,,185.24743787422423,5.221692433442087,12.998629545831307,
ITD,Nord-Est,2024,11581472,62395.0438,,,185.61525555015317,5.223676012826324,,
ITD1,Provincia Autonoma di Bolzano/Bozen,2010,500450,7397.4806,23308.4,2283171.0,67.65141094117908,4.214368210883843,10.056569089605325,14.641075824152425
ITD1,Provincia Autonoma di Bolzano/Bozen,2011,504406,7397.8573,23851.6,2370588.0,68.18271555467825,4.222191095113988,10.079606580020204,14.678648583605106
ITD1,Provincia Autonoma di Bolzano/Bozen,2012,507989,7397.8573,24298.5,2369485.0,68.66704498341703,4.229269389573533,10.098169899028303,14.678183189920281
ITD1,Provincia Autonoma di Bolzano/Bozen,2013,511619,7397.8573,24284.7,2335147.0,69.15772760309935,4.23638980317724,10.097601801399033,14.66358540213567
ITD1,Provincia Autonoma di Bolzano/Bozen,2014,515389,7397.8574,24447.3,2306503.0,69.66733367961378,4.24373153759939,10.104275059357384,14.651243082651181
ITD1,Provincia Autonoma di Bolzano/Bozen,2015,517994,7397.8574,24925.3,2337870.0,70.01946266225679,4.248773241436188,10.12363863086593,14.664750816388688
ITD1,Provincia Autonoma di Bolzano/Bozen,2016,520252,7397.8574,25149.5,2446422.0,70.3246861719719,4.253122891827348,10.132593294614555,14.710137106922256
ITD1,Provincia Autonoma di Bolzano/Bozen,2017,523454,7397.8574,25601.0,2511140.0,70.75751419593462,4.2592587386000975,10.150386692204734,14.736247391264898
ITD1,Provincia Autonoma di Bolzano/Bozen,2018,526772,7397.8574,26455.6,2588166.0,71.20602243563116,4.26557739961094,10.183223135103724,14.766460074740651
ITD1,Provincia Autonoma di Bolzano/Bozen,2019,530313,7397.8574,26767.6,2596650.0,71.68467453833323,4.272276980523779,10.194947479899174,14.769732710672985
ITD1,Provincia Autonoma di Bolzano/Bozen,2020,532644,7397.8574,24398.5,1968991.0,71.99976577001877,4.27666286581658,10.102276933981766,14.49303178676267
ITD1,Provincia Autonoma di Bolzano/Bozen,2021,534912,7397.8415,25988.2,2689704.0,72.3064964287218,4.280913978914026,10.165397867830436,14.804941708348766
ITD1,Provincia Autonoma di Bolzano/Bozen,2022,532616,7397.8415,27637.1,2817089.0,71.99613562956168,4.276612445764028,10.226914351971866,14.851214640253646
ITD1,Provincia Autonoma di Bolzano/Bozen,2023,534147,7397.8415,27959.2,2744712.0,72.2030878871898,4.279482813504868,10.238501583635117,14.8251867093887
ITD1,Provincia Autonoma di Bolzano/Bozen,2024,537533,7397.8415,,2778429.0,72.66078896121253,4.285801884994669,,14.837396218019492
ITD2,Provincia Autonoma di Trento,2010,521531,6206.8125,20015.1,2723629.0,84.0255767352405,4.43112123744052,9.904242267667003,14.817475740206461
ITD2,Provincia Autonoma di Trento,2011,525833,6206.8636,20118.8,2757842.0,84.71798864727751,4.439327959831881,9.909409980287895,14.829959047804595
ITD2,Provincia Autonoma di Trento,2012,529246,6206.8636,19912.8,2714754.0,85.26786378872576,4.445797640120755,9.899118020018186,14.814211899510237
ITD2,Provincia Autonoma di Trento,2013,533435,6206.8636,20005.3,2599963.0,85.94276181612885,4.453681514392371,9.90375251742983,14.771007772121221
ITD2,Provincia Autonoma di Trento,2014,536813,6206.8637,20013.9,2529420.0,86.4869966453428,4.459994074837972,9.90418231113547,14.743500585410274
ITD2,Provincia Autonoma di Trento,2015,538188,6206.8636,19892.4,2626296.0,86.70852699260219,4.462552229499443,9.89809302821882,14.781085046456777
ITD2,Provincia Autonoma di Trento,2016,539513,6206.8638,20245.0,2530798.0,86.92199754729594,4.46501113657027,9.915663128466262,14.744045225990606
ITD2,Provincia Autonoma di Trento,2017,540280,6206.8639,20513.1,2546316.0,87.0455690191628,4.466431763358219,9.928818985427599,14.750158166658505
ITD2,Provincia Autonoma di Trento,2018,541966,6206.8639,21109.3,2634575.0,87.31720378144588,4.469547508510348,9.957468980652592,14.784232436626336
ITD2,Provincia Autonoma di Trento,2019,543721,6206.8639,21417.4,2599878.0,87.5999552688758,4.472780487312944,9.971958954748274,14.770975078813866
ITD2,Provincia Autonoma di Trento,2020,545425,6206.8637,19762.6,1675800.0,87.87449287794092,4.475909579166136,9.891546541593478,14.331801221161323
ITD2,Provincia Autonoma di Trento,2021,542166,6206.8635,21143.7,2355850.0,87.34943180239101,4.4699165317207985,9.959097267761221,14.672412154494172
ITD2,Provincia Autonoma di Trento,2022,540958,6206.8635,22303.7,2510683.0,87.15480854379993,4.467685945932157,10.01250786296764,14.736065385646118
ITD2,Provincia Autonoma di Trento,2023,542996,6206.8635,22345.0,2477187.0,87.48315473668785,4.47144625753474,10.014357861367552,14.722634200171786
ITD2,Provincia Autonoma di Trento,2024,545169,6206.8635,,2500157.0,87.83325104539514,4.4754401424482975,,14.731864087866592
ITD3,Veneto,2010,4863372,18407.0323,163024.0,22174633.0,264.21271613675606,5.576754521651993,12.001652708214067,16.91445953585385
ITD3,Veneto,2011,4879606,18406.8553,165858.9,22327070.0,265.0972108201448,5.580096592002908,12.018892705883841,16.921310401593107
ITD3,Veneto,2012,4887328,18406.8553,160434.5,20535062.0,265.5167284332376,5.581677845978615,11.985641038568394,16.83764432460369
ITD3,Veneto,2013,4901415,18406.8553,158966.4,19573155.0,266.2820411262754,5.584556052041397,11.976448138116275,16.789669542525495
ITD3,Veneto,2014,4905712,18406.8553,159613.0,19135503.0,266.51548675997907,5.585432353587197,11.980507414314763,16.76705596340525
ITD3,Veneto,2015,4902694,18406.8553,161434.9,19920976.0,266.3515261077757,5.584816963054781,11.991857244404594,16.807283804904397
ITD3,Veneto,2016,4890648,18406.8553,164149.1,19894331.0,265.6970960161783,5.582356923147057,12.008530440124577,16.80594537473845
ITD3,Veneto,2017,4883373,18406.8552,167558.0,20170311.0,265.30186427500115,5.580868288163864,12.029084838966819,16.819722328750544
ITD3,Veneto,2018,4880936,18344.7925,168991.9,20369963.0,266.0665690276955,5.583746536974628,12.037606063762496,16.829571971804675
ITD3,Veneto,2019,4884590,18345.3695,170186.0,20668712.0,266.2573790078199,5.584463431222954,12.044647235568974,16.844131617186207
ITD3,Veneto,2020,4879133,18345.3694,153519.2,15999721.0,265.95992119951535,5.583345625247232,11.941580919620584,16.588081842552022
ITD3,Veneto,2021,4869830,18355.2293,167907.0,19417685.0,265.3102241550314,5.580899798490195,12.031165533679593,16.781694806718644
ITD3,Veneto,2022,4847745,18355.2293,176022.3,20082238.0,264.1070248030081,5.576354417976253,12.0783659705394,16.815346300760513
ITD3,Veneto,2023,4849553,18355.2293,177385.3,20312317.0,264.2055253431239,5.576727305356005,12.086079481839121,16.82673800878288
ITD3,Veneto,2024,4852216,18355.2293,,20186829.0,264.3506066143233,5.577276277418086,,16.82054092000465
ITD4,Friuli-Venezia Giulia,2010,1225910,7862.0637,39289.9,4517662.0,155.9272535530334,5.049389575108986,10.578722767372376,15.323505161347882
ITD4,Friuli-Venezia Giulia,2011,1225361,7862.1541,39378.5,4480578.0,155.855632491355,5.0489301460245555,10.58097526106644,15.315262613926222
ITD4,Friuli-Venezia Giulia,2012,1223642,7862.154,37523.8,4326588.0,155.63699210165558,5.047526321931502,10.532730677309454,15.280289798588635
ITD4,Friuli-Venezia Giulia,2013,1224987,7862.1541,37555.4,3710308.0,155.8080628310249,5.048624883259508,10.533572455108525,15.126625450005667
ITD4,Friuli-Venezia Giulia,2014,1224984,7862.1541,37428.6,3599306.0,155.8076812562094,5.0486224342509285,10.530190397046407,15.096251607064536
ITD4,Friuli-Venezia Giulia,2015,1221664,7862.1541,38206.4,3669067.0,155.3854051270758,5.045908515421781,10.550758319828546,15.115447964277255
ITD4,Friuli-Venezia Giulia,2016,1216208,7862.1544,38053.1,3803486.0,154.69144182668302,5.041432434954266,10.54673783171889,15.15142857259242
ITD4,Friuli-Venezia Giulia,2017,1212809,7862.1544,38682.8,3925873.0,154.2591175772381,5.038633770129309,10.563150335778722,15.183099304849065
ITD4,Friuli-Venezia Giulia,2018,1211155,7924.2172,39197.5,4042453.0,152.84222648515996,5.029406189897092,10.576368248234605,15.212362243897042
ITD4,Friuli-Venezia Giulia,2019,1210414,7932.4822,39629.5,4151491.0,152.58956395767265,5.027751728292069,10.587329069400372,15.238978104790748
ITD4,Friuli-Venezia Giulia,2020,1206216,7932.4822,36404.7,2937670.0,152.06034751644322,5.024277465187941,10.50245316616857,14.893127308100437
ITD4,Friuli-Venezia Giulia,2021,1201510,7933.2959,39768.6,3775941.0,151.45155495838748,5.0202658045607675,10.590832935168237,15.144160181125457
ITD4,Friuli-Venezia Giulia,2022,1194647,7933.2959,40441.2,4122286.0,150.58646684286666,5.014537449726847,10.60760434628466,15.231918421819872
ITD4,Friuli-Venezia Giulia,2023,1194248,7933.2959,40228.8,4053252.0,150.53617248790633,5.014203404066648,10.60233843601275,15.215030079843391
ITD4,Friuli-Venezia Giulia,2024,1194616,7933.2959,,4099295.0,150.58255926140356,5.014511500302274,,15.226325565669718
ITD5,Emilia-Romagna,2010,4340491,22452.8505,157161.1,17978060.0,193.31581083657952,5.264325177160983,11.965026672884349,16.704662683522304
ITD5,Emilia-Romagna,2011,4371595,22452.2072,161403.5,18125309.0,194.70669235584108,5.271494284441979,11.99166271983689,16.712819806835554
ITD5,Emilia-Romagna,2012,4391314,22452.2072,156567.7,17916070.0,195.58495790115458,5.275994852297744,11.961243783282617,16.70120863342382
ITD5,Emilia-Romagna,2013,4415458,22452.2072,155426.3,17214761.0,196.66030874683892,5.281477919303177,11.953926943265339,16.66127777141703
ITD5,Emilia-Romagna,2014,4432241,22452.2071,156945.1,16406822.0,197.4078085178539,5.285271683045065,11.96365134164894,16.613207781910315
ITD5,Emilia-Romagna,2015,4434377,22452.2071,157614.0,17468519.0,197.5029439310668,5.285753490210168,11.967904284947855,16.67591090461862
ITD5,Emilia-Romagna,2016,4435480,22452.2068,160432.5,17927383.0,197.55207314409736,5.286002211077696,11.98562857234407,16.70183987843114
ITD5,Emilia-Romagna,2017,4439768,22452.2069,164087.2,18884332.0,197.74305571716425,5.286968489556648,12.00815327281716,16.75384314151474
ITD5,Emilia-Romagna,2018,4445920,22452.207,166255.0,18980705.0,198.01705908020537,5.288353183953971,12.021278033253822,16.75893349481871
ITD5,Emilia-Romagna,2019,4459453,22444.542,166083.7,19219123.0,198.68763639730318,5.291733925162403,12.02024715713154,16.77141633091281
ITD5,Emilia-Romagna,2020,4464119,22444.542,152164.3,13881320.0,198.8955265828102,5.292779694821737,11.932716137106523,16.446054609385687
ITD5,Emilia-Romagna,2021,4438937,22501.8136,167555.7,16787982.0,197.27018803497685,5.284574301941195,12.029071112282413,16.63617383124062
ITD5,Emilia-Romagna,2022,4425366,22501.8136,173785.7,18926494.0,196.66708109252136,5.281512355479544,12.065578209947356,16.756073297368765
ITD5,Emilia-Romagna,2023,4437578,22501.8136,173877.4,18862149.0,197.20979290309293,5.284268100687523,12.066105732149893,16.752667773535205
ITD5,Emilia-Romagna,2024,4451938,22501.8136,,19019173.0,197.84796368591373,5.287498875566761,,16.76095813358942
ITE,Centro (IT),2010,11654355,58082.0888,401275.1,,200.65316590335848,5.301577874825971,12.902402505987045,
ITE,Centro (IT),2011,11728375,58083.7093,404064.6,,201.92193545049645,5.3078811645411434,12.909330045150586,
ITE,Centro (IT),2012,11779658,58083.7093,389729.8,,202.80485082587518,5.3122441906907065,12.873208957481967,
ITE,Centro (IT),2013,11866711,58083.7093,381174.4,,204.30360152635774,5.319607130284727,12.851012292158723,
ITE,Centro (IT),2014,11909825,58083.7093,380865.6,,205.04587505743197,5.323233734871188,12.850201835970326,
ITE,Centro (IT),2015,11918100,58083.7093,380692.8,,205.18834185405578,5.323928298105936,12.849748029662194,
ITE,Centro (IT),2016,11910464,58083.7095,387319.5,,205.05687571486806,5.3232873831699035,12.867005212802399,
ITE,Centro (IT),2017,11908935,58083.7094,391818.3,,205.03055199157097,5.323159002139153,12.878553490905645,
ITE,Centro (IT),2018,11889462,58083.7095,394317.6,,204.69529412545526,5.321522503274779,12.88491195493347,
ITE,Centro (IT),2019,11868484,58084.567,399314.6,,204.33110915675758,5.319741762168521,12.897504856369844,
ITE,Centro (IT),2020,11831092,58084.5671,359268.7,,203.68735777321479,5.316586258337775,12.791825855474528,
ITE,Centro (IT),2021,11786952,58039.336,385518.1,,203.0855763063864,5.313627448370649,12.862343422893685,
ITE,Centro (IT),2022,11724035,58039.336,407417.1,,202.001535648168,5.308275299590961,12.917592755384407,
ITE,Centro (IT),2023,11723222,58039.336,408827.2,,201.98752790693538,5.308205952460051,12.921047851861719,
ITE,Centro (IT),2024,11711089,58039.336,,,201.77848002947516,5.307170462141252,,
ITE1,Toscana,2010,3706592,22985.7258,119943.5,13623814.0,161.25625234770703,5.082994729173526,11.694776077554032,16.42732984885331
ITE1,Toscana,2011,3726263,22986.5793,120972.0,13441128.0,162.10602505784755,5.088250596822311,11.703314392841941,16.4138298181089
ITE1,Toscana,2012,3733535,22986.5793,118657.6,12923645.0,162.42238356883314,5.090200248087262,11.683997313752704,16.37456913727319
ITE1,Toscana,2013,3743537,22986.5793,116353.8,12316183.0,162.8575070323752,5.0928756284944345,11.664390828274461,16.326424646636504
ITE1,Toscana,2014,3744293,22986.5794,117402.2,12290950.0,162.89039507983514,5.093077551806042,11.673360925553194,16.324373777171594
ITE1,Toscana,2015,3739044,22986.5794,117363.3,12937089.0,162.66204444494252,5.09167470148383,11.67302953103095,16.3756088603693
ITE1,Toscana,2016,3726422,22986.5794,118124.5,13419844.0,162.11294143225157,5.088293261657623,11.679494431982853,16.412245064999112
ITE1,Toscana,2017,3721391,22986.5794,119862.0,13894212.0,161.89407459206393,5.086942260829536,11.694096360006787,16.44698290850347
ITE1,Toscana,2018,3712048,22986.5795,121287.0,14055088.0,161.487619330227,5.084428479230195,11.705914916888698,16.45849502342021
ITE1,Toscana,2019,3701343,22987.4371,124534.8,14329768.0,161.0159055095359,5.081503152089551,11.73234047390129,16.477849609861714
ITE1,Toscana,2020,3692555,22987.4371,108108.7,9608843.0,160.63360973807733,5.07912605569517,11.590892481424952,16.07819437827693
ITE1,Toscana,2021,3692865,22989.7753,118122.5,11969887.0,160.63075657812104,5.079108293625949,11.679477500550918,16.29790463722226
ITE1,Toscana,2022,3663191,22989.7753,125781.6,13958073.0,159.34000886037367,5.071040339558931,11.742302348639898,16.4515686085212
ITE1,Toscana,2023,3661981,22989.7753,125658.9,14274707.0,159.28737676701,5.070709971886744,11.741326372138582,16.473999787901654
ITE1,Toscana,2024,3660530,22989.7753,,13834506.0,159.22426175257135,5.070313659742183,,16.442676464024288
ITE2,Umbria,2010,884937,8464.1431,24630.0,3864820.0,104.55128056613316,4.649677674160542,10.111720491114584,15.167425667120972
ITE2,Umbria,2011,889450,8464.1137,24518.6,3881741.0,105.08483599411005,4.6547679857807225,10.107187292172133,15.171794322298833
ITE2,Umbria,2012,890407,8464.1137,23406.9,3642850.0,105.19790158300921,4.655843353175096,10.060786129674522,15.108276900287105
ITE2,Umbria,2013,892742,8464.1137,22743.2,4319823.0,105.47377216825431,4.658462316968522,10.032021478600358,15.278724987158686
ITE2,Umbria,2014,892099,8464.1137,22100.0,4372239.0,105.3978043796836,4.657741804577987,10.003332887505843,15.290785792841156
ITE2,Umbria,2015,888288,8464.1137,22741.4,4700201.0,104.94755050372255,4.653460706344173,10.031942330932756,15.363115831723297
ITE2,Umbria,2016,884092,8464.2234,22544.3,4765283.0,104.45045673061983,4.648712860713166,10.02323754136007,15.376867484702434
ITE2,Umbria,2017,880992,8464.2233,22893.8,4879850.0,104.0842105382546,4.645200288211634,10.038621410526924,15.400625039651999
ITE2,Umbria,2018,876477,8464.2233,23314.2,4037654.0,103.55078888336985,4.640062206193741,10.056817895979483,15.211174388200506
ITE2,Umbria,2019,873744,8464.2233,23210.0,4151872.0,103.22790042649277,4.636939169478575,10.052338499268483,15.239069874836275
ITE2,Umbria,2020,870165,8464.2234,20979.4,2384143.0,102.80506065092752,4.632834579931264,9.951296282875942,14.684350288589933
ITE2,Umbria,2021,865452,8464.2026,22760.2,3067658.0,102.24849769073343,4.62740610230381,10.03276867554788,14.936424961983187
ITE2,Umbria,2022,858812,8464.2026,23615.0,3839253.0,101.46401741376086,4.619704227390132,10.069637382330217,15.160788374390252
ITE2,Umbria,2023,856407,8464.2026,23601.4,4156846.0,101.17987960259835,4.616899918930272,10.069061311288117,15.24026717160196
ITE2,Umbria,2024,853068,8464.2026,,4055503.0,100.78539471633157,4.612993451451977,,15.215585282228423
ITE3,Marche,2010,1546800,9401.0152,43939.3,5595581.0,164.535421663822,5.103125876288764,10.690564414996958,15.537487737053592
ITE3,Marche,2011,1549616,9401.1839,43944.2,5636289.0,164.83200589236426,5.104926809130871,10.690675926259141,15.544736428187836
ITE3,Marche,2012,1550010,9401.1839,42311.6,5415679.0,164.873915507599,5.105181033351548,10.652816559118223,15.504808822984694
ITE3,Marche,2013,1551668,9401.1839,41301.6,4656618.0,165.0502762742467,5.106250132179938,10.628656519118811,15.353799991544067
ITE3,Marche,2014,1549478,9401.1838,42002.6,4727400.0,164.81732864322893,5.104837761481702,10.645486800111389,15.368885926461834
ITE3,Marche,2015,1545869,9401.1838,41709.8,5026689.0,164.4334408183786,5.102505873240811,10.638491392166308,15.430272074836926
ITE3,Marche,2016,1538442,9401.1839,41939.0,4530859.0,163.64343218517405,5.09768986684011,10.643971460585572,15.326422104206783
ITE3,Marche,2017,1532460,9401.1839,42662.6,4686494.0,163.00712934676238,5.093793938173965,10.66107793719112,15.360195312894733
ITE3,Marche,2018,1526331,9401.1839,42873.0,5218756.0,162.35519017982406,5.089786467115921,10.665997536149904,15.46776961728124
ITE3,Marche,2019,1520321,9401.1839,43152.3,5476367.0,161.7159089931216,5.0858411476007666,10.672490997524422,15.51595248286718
ITE3,Marche,2020,1512672,9401.1839,39248.7,3454220.0,160.9022880618259,5.080797274293909,10.577673601642934,15.055107229927883
ITE3,Marche,2021,1498236,9346.0194,42528.3,4249408.0,160.30739247128037,5.077093175029283,10.657925015664164,15.262290237080625
ITE3,Marche,2022,1487150,9346.0194,44340.0,5111162.0,159.1212190293549,5.06966629558572,10.699642483170303,15.446937333589323
ITE3,Marche,2023,1484298,9346.0194,44406.8,5345008.0,158.81606237624547,5.067746692162896,10.701147889846723,15.491673599166075
ITE3,Marche,2024,1482746,9346.0194,,5101471.0,158.65000237427284,5.066700532994681,,15.445039487478772
ITE4,Lazio,2010,5516026,17231.2047,212737.6,20437715.0,320.1184186500901,5.768690985620625,12.267814760365694,16.832892526444088
ITE4,Lazio,2011,5563046,17231.8324,214601.4,19803029.0,322.8354286918436,5.777142684685013,12.276537632922599,16.801345463762527
ITE4,Lazio,2012,5605706,17231.8324,205355.0,18794279.0,325.3110795111958,5.784781892263565,12.232495467761279,16.74906307297831
ITE4,Lazio,2013,5678764,17231.8324,200781.4,17849715.0,329.55079112770386,5.7977304881261125,12.209972033027263,16.697498099675904
ITE4,Lazio,2014,5723955,17231.8324,199392.9,17751507.0,332.1733212771963,5.8056568847344785,12.203032529055475,16.691980971690228
ITE4,Lazio,2015,5744899,17231.8324,198911.9,19267053.0,333.388746283303,5.80930921534779,12.200617292112206,16.773907096676574
ITE4,Lazio,2016,5761508,17231.7228,204716.7,19969432.0,334.35472859393957,5.812202491046728,12.229382351125789,16.809713262323502
ITE4,Lazio,2017,5774092,17231.7228,206412.1,20659875.0,335.0850096079772,5.81438425965725,12.23762993490223,16.843703971298645
ITE4,Lazio,2018,5774606,17231.7228,206865.6,21481275.0,335.1148383143675,5.81447327402066,12.23982458601466,16.88269218338525
ITE4,Lazio,2019,5773076,17231.7227,208455.9,21721565.0,335.02605052946916,5.814208291576233,12.247482787058065,16.893816103841285
ITE4,Lazio,2020,5755700,17231.7227,190931.9,12673097.0,334.01767775661807,5.811193918991118,12.159672098949045,16.354991958102612
ITE4,Lazio,2021,5730399,17239.3387,202107.1,16446394.0,332.4024836289109,5.806346534761174,12.216553033897835,16.615616801419247
ITE4,Lazio,2022,5714882,17239.3387,213681.9,20745927.0,331.5023910980994,5.803635022565513,12.272243739545134,16.847860496217116
ITE4,Lazio,2023,5720536,17239.3387,215144.6,21383594.0,331.8303619152166,5.804623880246225,12.279065639183464,16.87813455046278
ITE4,Lazio,2024,5714745,17239.3387,,21234218.0,331.49444415753607,5.803611049779698,,16.871124495056595
